,y
7034,159000
7035,305000
7036,369000
7037,1300000
7038,360000
7039,1240000
7040,270000
7041,370000
7042,1580000
7043,139000
7044,1077000
7045,570000
7046,1080000
7047,1350000
7048,300000
7049,220000
7050,150000
7051,450000
7052,240000
7053,325000
7054,188000
7055,2350000
7056,170000
7057,1100000
7058,880000
7059,525000
7060,495000
7061,159000
7062,230000
7063,425000
7064,347000
7065,200000
7066,290000
7067,298000
7068,280000
7069,540000
7070,450000
7071,953000
7072,1100000
7073,328000
7074,695000
7075,359000
7076,710000
7077,1250000
7078,534000
7079,260000
7080,399000
7081,736000
7082,399000
7083,830000
7084,525000
7085,1320000
7086,1070000
7087,188000
7088,449000
7089,239000
7090,2500000
7091,690000
7092,948000
7093,280000
7094,529000
7095,349000
7096,290000
7097,245000
7098,240000
7099,175000
7100,95000
7101,159000
7102,325000
7103,390000
7104,675000
7105,295000
7106,260000
7107,920000
7108,290000
7109,787000
7110,1200000
7111,390000
7112,278000
7113,710000
7114,545000
7115,345000
7116,195000
7117,189000
7118,1000000
7119,457000
7120,449000
7121,265000
7122,358000
7123,280000
7124,690000
7125,385000
7126,221000
7127,264000
7128,450000
7129,420000
7130,470000
7131,493000
7132,450000
7133,475000
7134,1150000
7135,500000
7136,520000
7137,260000
7138,349000
7139,369000
7140,745000
7141,160000
7142,198000
7143,330000
7144,385000
7145,2950000
7146,1280000
7147,323000
7148,395000
7149,250000
7150,449000
7151,270000
7152,430000
7153,190000
7154,335000
7155,165000
7156,695000
7157,269000
7158,350000
7159,710000
7160,1370000
7161,275000
7162,229000
7163,169000
7164,699000
7165,1190000
7166,720000
7167,240000
7168,198000
7169,539000
7170,260000
7171,230000
7172,180000
7173,595000
7174,335000
7175,685000
7176,190000
7177,570000
7178,2100000
7179,159000
7180,880000
7181,535760
7182,295000
7183,1125000
7184,625000
7185,649000
7186,2500000
7187,765000
7188,265000
7189,650000
7190,495000
7191,240000
7192,279000
7193,861000
7194,335000
7195,1350000
7196,238000
7197,559000
7198,420000
7199,395000
7200,199000
7201,1050000
7202,326000
7203,560000
7204,950000
7205,495000
7206,570000
7207,396000
7208,499000
7209,775000
7210,420000
7211,180000
7212,915000
7213,545000
7214,490000
7215,289000
7216,560000
7217,815000
7218,495000
7219,590000
7220,1235000
7221,465000
7222,445000
7223,1149000
7224,269000
7225,660000
7226,490000
7227,360000
7228,249000
7229,265000
7230,690000
7231,580000
7232,125000
7233,290000
7234,690000
7235,560000
7236,895000
7237,570000
7238,885000
7239,380000
7240,385000
7241,640000
7242,572000
7243,269000
7244,498000
7245,400000
7246,1580000
7247,930000
7248,198000
7249,310000
7250,298000
7251,660000
7252,1250000
7253,995000
7254,179000
7255,550000
7256,369000
7257,475000
7258,690000
7259,370000
7260,293000
7261,198000
7262,279000
7263,170000
7264,285000
7265,645000
7266,1100000
7267,615000
7268,665000
7269,379000
7270,305000
7271,460000
7272,337000
7273,980000
7274,710000
7275,409000
7276,369000
7277,235000
7278,320000
7279,298000
7280,395000
7281,278000
7282,299000
7283,349000
7284,505000
7285,230000
7286,450000
7287,380000
7288,499000
7289,492000
7290,750000
7291,415000
7292,195000
7293,1050000
7294,310000
7295,630000
7296,300000
7297,360000
7298,640000
7299,680000
7300,365000
7301,1085000
7302,450000
7303,797000
7304,500000
7305,480000
7306,239000
7307,715000
7308,489000
7309,1600000
7310,1450000
7311,269000
7312,850000
7313,315000
7314,1300000
7315,689000
7316,259000
7317,161000
7318,356000
7319,240000
7320,730000
7321,195000
7322,460000
7323,380000
7324,249000
7325,320000
7326,429000
7327,1090000
7328,470000
7329,328000
7330,630000
7331,855000
7332,249000
7333,198000
7334,1430000
7335,620000
7336,330000
7337,510000
7338,225000
7339,235000
7340,690000
7341,145000
7342,612000
7343,185000
7344,1550000
7345,265000
7346,550000
7347,2500000
7348,130000
7349,439000
7350,340000
7351,995000
7352,310000
7353,550000
7354,1050000
7355,312000
7356,598000
7357,610000
7358,406000
7359,569000
7360,160000
7361,360000
7362,2769000
7363,495000
7364,329000
7365,340000
7366,382000
7367,265000
7368,810000
7369,440000
7370,490000
7371,278000
7372,920000
7373,285000
7374,460000
7375,970000
7376,189000
7377,175000
7378,299000
7379,1045000
7380,389000
7381,358000
7382,336000
7383,290000
7384,590000
7385,1100000
7386,630000
7387,275000
7388,700000
7389,370000
7390,195000
7391,360000
7392,140000
7393,299000
7394,295000
7395,395000
7396,680000
7397,380000
7398,445000
7399,590000
7400,356000
7401,219000
7402,220000
7403,325000
7404,350000
7405,660000
7406,359000
7407,225000
7408,210000
7409,900000
7410,615000
7411,288000
7412,430000
7413,640000
7414,239000
7415,479000
7416,904000
7417,950000
7418,125000
7419,315000
7420,300000
7421,432000
7422,290000
7423,265000
7424,558000
7425,950000
7426,349000
7427,929000
7428,439000
7429,475000
7430,260000
7431,1869000
7432,1200000
7433,340000
7434,350000
7435,770000
7436,1150000
7437,1210000
7438,220000
7439,370000
7440,540000
7441,1400000
7442,428000
7443,297000
7444,790000
7445,360000
7446,295000
7447,429000
7448,450000
7449,219000
7450,410000
7451,525000
7452,1050000
7453,795000
7454,348000
7455,270000
7456,635000
7457,360000
7458,360000
7459,195000
7460,980000
7461,400000
7462,500000
7463,625000
7464,579000
7465,1037000
7466,165000
7467,817000
7468,660000
7469,2300000
7470,339000
7471,410000
7472,1088000
7473,598000
7474,540000
7475,580000
7476,1390000
7477,285000
7478,450000
7479,589000
7480,189000
7481,1060000
7482,225000
7483,245000
7484,465000
7485,375000
7486,550000
7487,350000
7488,335000
7489,300000
7490,215000
7491,640000
7492,350000
7493,244000
7494,467000
7495,1190000
7496,379000
7497,390000
7498,440000
7499,90000
7500,1145000
7501,459000
7502,710000
7503,890000
7504,1550000
7505,315000
7506,641000
7507,160000
7508,1390000
7509,495000
7510,188000
7511,1530000
7512,575000
7513,150000
7514,340000
7515,285000
7516,214000
7517,927000
7518,335000
7519,1980000
7520,360000
7521,530000
7522,1200000
7523,525000
7524,1300000
7525,777000
7526,215000
7527,800000
7528,320000
7529,530000
7530,360000
7531,375000
7532,250000
7533,220000
7534,666000
7535,720000
7536,1225000
7537,850000
7538,235000
7539,355000
7540,690000
7541,1290000
7542,265000
7543,210000
7544,158000
7545,890000
7546,220000
7547,645000
7548,298000
7549,380000
7550,335000
7551,690000
7552,405000
7553,340000
7554,599000
7555,450000
7556,1110000
7557,568000
7558,630000
7559,405000
7560,255000
7561,208000
7562,795000
7563,1680000
7564,541000
7565,350000
7566,135000
7567,610000
7568,940000
7569,434000
7570,270000
7571,475000
7572,246000
7573,275000
7574,545000
7575,585000
7576,429000
7577,285000
7578,309000
7579,595000
7580,1075000
7581,1100000
7582,450000
7583,430000
7584,269000
7585,825000
7586,220000
7587,205000
7588,650000
7589,299000
7590,215000
7591,549000
7592,570000
7593,100000
7594,365000
7595,780000
7596,225000
7597,1660000
7598,950000
7599,119000
7600,640000
7601,320000
7602,68000
7603,335000
7604,199000
7605,195000
7606,342500
7607,499000
7608,290000
7609,375000
7610,1532000
7611,290000
7612,470000
7613,980000
7614,308000
7615,249000
7616,320000
7617,189000
7618,355000
7619,215000
7620,218000
7621,220000
7622,265000
7623,835000
7624,270000
7625,480000
7626,420000
7627,920000
7628,950000
7629,910000
7630,370000
7631,348000
7632,248000
7633,325000
7634,620000
7635,293000
7636,310000
7637,270000
7638,139000
7639,650000
7640,233000
7641,350000
7642,399000
7643,409300
7644,1045000
7645,250000
7646,570000
7647,310000
7648,350000
7649,268000
7650,1250000
7651,525000
7652,199000
7653,355000
7654,683000
7655,750000
7656,467000
7657,125000
7658,179000
7659,295000
7660,380000
7661,565000
7662,330000
7663,419000
7664,395000
7665,258000
7666,550000
7667,269000
7668,298000
7669,390000
7670,745000
7671,688000
7672,540000
7673,340000
7674,265000
7675,259000
7676,380000
7677,185000
7678,358000
7679,790000
7680,340000
7681,549000
7682,759000
7683,249000
7684,250000
7685,335000
7686,497000
7687,295000
7688,620000
7689,470000
7690,398000
7691,589000
7692,260000
7693,250000
7694,425000
7695,480000
7696,459000
7697,255000
7698,1990000
7699,1590000
7700,921000
7701,270000
7702,500000
7703,285000
7704,885000
7705,210000
7706,490000
7707,550000
7708,705000
7709,895000
7710,269000
7711,359000
7712,830000
7713,710000
7714,210000
7715,386300
7716,460000
7717,240000
7718,395000
7719,420000
7720,630000
7721,375000
7722,255000
7723,765000
7724,429000
7725,199000
7726,198000
7727,198000
7728,540000
7729,539000
7730,175000
7731,268000
7732,1440000
7733,270000
7734,370000
7735,199000
7736,920000
7737,690000
7738,415000
7739,650000
7740,2350000
7741,270000
7742,259000
7743,285000
7744,850000
7745,305000
7746,270000
7747,800000
7748,415000
7749,800000
7750,1100000
7751,810000
7752,340000
7753,2900000
7754,402000
7755,630000
7756,375000
7757,316000
7758,1190000
7759,299000
7760,770000
7761,235000
7762,219000
7763,215000
7764,399000
7765,350000
7766,285000
7767,295000
7768,249000
7769,705000
7770,248000
7771,268000
7772,285000
7773,845000
7774,209000
7775,2000000
7776,249000
7777,168000
7778,1000000
7779,330000
7780,290000
7781,1680000
7782,215000
7783,360000
7784,577000
7785,2695000
7786,260000
7787,2500000
7788,254000
7789,570000
7790,1250000
7791,165000
7792,800000
7793,550000
7794,649000
7795,550000
7796,760000
7797,299000
7798,730000
7799,320000
7800,290000
7801,240000
7802,298000
7803,195000
7804,650000
7805,695000
7806,315000
7807,479000
7808,158000
7809,1870000
7810,393150
7811,850000
7812,410000
7813,390000
7814,185000
7815,1030000
7816,950000
7817,345000
7818,237400
7819,411000
7820,395000
7821,428000
7822,680000
7823,149000
7824,358000
7825,268000
7826,398000
7827,280000
7828,165000
7829,287000
7830,1200000
7831,230000
7832,270000
7833,320000
7834,485000
7835,235000
7836,243000
7837,289000
7838,836000
7839,495000
7840,395000
7841,490000
7842,295000
7843,280000
7844,219000
7845,379000
7846,445000
7847,339000
7848,1257000
7849,197000
7850,570000
7851,1300000
7852,204500
7853,400000
7854,2950000
7855,645000
7856,300000
7857,460000
7858,499000
7859,395000
7860,490000
7861,730000
7862,800000
7863,148000
7864,514000
7865,445000
7866,238000
7867,550000
7868,910000
7869,580000
7870,295000
7871,275000
7872,420000
7873,459000
7874,275000
7875,1350000
7876,800000
7877,1950000
7878,930000
7879,315000
7880,375000
7881,360000
7882,438000
7883,440000
7884,498000
7885,399000
7886,375000
7887,2150000
7888,415000
7889,345000
7890,580000
7891,90000
7892,1820000
7893,420000
7894,1900000
7895,299000
7896,630000
7897,1005000
7898,439000
7899,535000
7900,148000
7901,618000
7902,369000
7903,223000
7904,289000
7905,890000
7906,253000
7907,215000
7908,708000
7909,365000
7910,467000
7911,232000
7912,200000
7913,240000
7914,530000
7915,432000
7916,195000
7917,2195000
7918,440000
7919,140000
7920,335000
7921,189000
7922,549000
7923,229000
7924,299000
7925,400000
7926,1050000
7927,520000
7928,850000
7929,525000
7930,700000
7931,150000
7932,389000
7933,198000
7934,890000
7935,229000
7936,750000
7937,320000
7938,590000
7939,685000
7940,499000
7941,1180000
7942,745000
7943,259000
7944,310000
7945,339000
7946,525000
7947,350000
7948,260000
7949,349000
7950,710000
7951,500000
7952,923000
7953,250000
7954,365000
7955,430000
7956,1190000
7957,299000
7958,199000
7959,420000
7960,440000
7961,295000
7962,360000
7963,1020000
7964,286000
7965,248000
7966,230000
7967,890000
7968,880000
7969,240000
7970,375000
7971,830000
7972,810000
7973,240000
7974,625000
7975,350000
7976,495000
7977,450000
7978,1017000
7979,260000
7980,250000
7981,450000
7982,520000
7983,503000
7984,275000
7985,330000
7986,940000
7987,335000
7988,398000
7989,1255000
7990,429000
7991,335000
7992,1820000
7993,940000
7994,265000
7995,215000
7996,219000
7997,345000
7998,299000
7999,130000
